source_experiment_id,target,condition,support_per_class,n_eval,accuracy,balanced_accuracy,mcc,f1_macro,f1_weighted,pred_majority_frac,num_pred_classes_used
Final_Source_Model,twi,zero-shot,0,698,0.5272206303724928,0.4020826302602649,0.09344796296291848,0.375106198867212,0.5436164033352507,0.5959885386819485,3.0
Final_Source_Model,twi,few-shot k=5,5,698,0.42263610315186245,0.45772562253924426,0.15232544073531998,0.3795183798487642,0.4640617981851704,0.3424068767908309,3.0
Final_Source_Model,twi,few-shot k=10,10,698,0.3538681948424069,0.43983381909290786,0.14713899150298299,0.3276228621518012,0.38342897715848695,0.5186246418338109,3.0
Final_Source_Model,twi,few-shot k=20,20,698,0.43982808022922637,0.43871708339724913,0.1293131239109438,0.37951845717011984,0.48254125670209685,0.3968481375358166,3.0
Final_Source_Model,pcm,zero-shot,0,1593,0.608286252354049,0.6201238926300383,0.38336868140683217,0.5844525900762515,0.5936452350424579,0.5649717514124294,3.0
Final_Source_Model,pcm,few-shot k=5,5,1593,0.6177024482109228,0.6271872375119885,0.38556538760059406,0.5959751394087222,0.6110071538599767,0.5078468298807282,3.0
Final_Source_Model,pcm,few-shot k=10,10,1593,0.5448838669177652,0.6331425449810751,0.31803052462722264,0.5368312640084197,0.5494936011341519,0.35279347143753925,3.0
Final_Source_Model,pcm,few-shot k=20,20,1593,0.6064030131826742,0.6283474388015726,0.3574589447843847,0.5927628501691071,0.6076008986476333,0.43063402385436284,3.0
