setting,subset,n_eval,accuracy,balanced_accuracy,mcc,f1_macro,f1_weighted,precision_macro,recall_macro,pred_majority_frac,num_pred_classes_used,notes
zero_shot,twi,698,0.5272206303724928,0.4020826302602649,0.09344796296291848,0.375106198867212,0.5436164033352507,0.3811411066942953,0.4020826302602649,0.5959885386819485,3.0,
zero_shot,pcm,1593,0.608286252354049,0.6201238926300383,0.38336868140683217,0.5844525900762515,0.5936452350424579,0.5902385678773897,0.6201238926300383,0.5649717514124294,3.0,
source_test_in_distribution,hau+amh+yor (official test),2615,0.7709369024856596,0.7462293776547466,0.6408893612535076,0.7526838349132393,0.7689379300357552,0.7631827546291831,0.7462293776547466,0.4367112810707457,3.0,
